"Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","Satisfaction.Score","Card.Type","Point.Earned"
"Hsiung",608,"Spain","Male","34",7,86656.13,1,0,1,59890.29,0,1,"SILVER",252
"Ch'ang",649,"Germany","Female","37",8,114737.26,1,1,1,106655.88,1,1,"DIAMOND",381
"Barton",665,"France","Female","38",5,0,2,1,0,156439.56,0,4,"PLATINUM",837
"Lucchese",651,"France","Female","39",6,0,1,1,0,24176.44,0,1,"SILVER",283
"Hsia",555,"Germany","Male","62",4,119817.33,1,0,1,43507.1,1,2,"GOLD",697
"Pope",637,"France","Female","48",7,130806.99,2,1,1,132005.85,1,1,"PLATINUM",358
"Horrocks",675,"France","Female","49",0,0,1,1,1,80496.71,1,4,"SILVER",448
"Tai",677,"Spain","Male","40",5,0,2,1,0,88947.56,0,4,"GOLD",314
"Chikezie",850,"Germany","Female","35",2,80931.75,1,0,0,12639.67,1,2,"DIAMOND",983
"Frye",815,"France","Female","56",3,0,3,1,1,94248.16,1,3,"GOLD",688
"Toscani",665,"Germany","Male","32",1,132178.67,1,0,0,11865.76,0,1,"GOLD",274
"Mellor",485,"France","Female","27",3,0,2,1,0,141449.86,0,5,"SILVER",901
"Kang",577,"Spain","Male","43",6,0,2,1,1,149457.81,0,3,"DIAMOND",446
"Sutherland",586,"France","Female","35",7,164769.02,3,1,0,119814.25,1,3,"SILVER",290
"Hs?",722,"Germany","Male","29",1,107233.85,2,1,0,24924.92,0,2,"DIAMOND",941
"Ting",528,"France","Female","27",7,176227.07,2,0,1,139481.53,0,1,"GOLD",875
"Chuang",542,"France","Female","39",4,109949.39,2,1,1,41268.65,0,4,"SILVER",339
"Chu",552,"France","Female","34",5,0,2,1,1,1351.41,0,3,"SILVER",712
"Ozoemena",678,"France","Female","60",10,117738.81,1,1,0,147489.76,1,4,"DIAMOND",599
"Howells",575,"Spain","Female","37",9,133292.45,1,1,0,111175.09,0,2,"PLATINUM",506
"Lucchese",669,"France","Female","43",1,160474.59,1,1,1,95963.14,0,3,"DIAMOND",946
"Nnonso",636,"France","Male","43",6,0,2,1,0,43128.95,0,5,"PLATINUM",748
"Gerasimova",667,"Germany","Male","55",9,154393.43,1,1,1,137674.96,1,3,"SILVER",887
"Woronoff",652,"Germany","Female","45",9,110827.49,1,1,1,153383.54,1,3,"PLATINUM",510
"Wilhelm",637,"Germany","Female","36",10,145750.45,2,1,1,96660.76,0,1,"DIAMOND",407
"Nebechukwu",516,"Spain","Female","45",8,109044.3,1,0,1,115818.16,0,5,"GOLD",229
"Anenechukwu",801,"France","Female","32",4,75170.54,1,1,1,37898.5,0,1,"SILVER",451
"Meredith",692,"France","Female","42",2,0,2,1,0,145222.93,0,3,"PLATINUM",498
"Chinomso",585,"France","Female","28",6,105795.9,1,1,1,41219.09,0,2,"PLATINUM",446
"Stephenson",590,"France","Male","32",5,0,2,1,0,59249.83,0,4,"GOLD",676
"Chimaoke",554,"Spain","Male","66",8,0,2,1,1,116747.62,0,1,"PLATINUM",259
"Winters",659,"France","Female","49",1,0,1,1,0,116249.72,1,4,"PLATINUM",219
"Napolitani",690,"France","Female","26",3,118097.87,1,1,0,61257.83,0,4,"GOLD",979
"L?",697,"Germany","Male","29",0,172693.54,1,0,0,141798.98,0,2,"DIAMOND",267
"Williams",610,"France","Male","36",4,129440.3,2,1,0,102638.35,0,4,"PLATINUM",975
"Giles",599,"Spain","Male","36",4,0,2,0,0,13210.56,0,3,"DIAMOND",928
"Wang",544,"France","Male","23",1,96471.2,1,1,0,35550.97,0,4,"DIAMOND",487
"Robertson",548,"France","Female","46",1,0,1,1,1,104469.06,1,4,"SILVER",842
"Murray",635,"Spain","Male","24",4,140197.18,1,1,1,142935.83,0,4,"SILVER",907
"Greco",722,"France","Male","20",6,0,2,1,0,195486.28,0,5,"DIAMOND",543
"Marchesi",564,"France","Female","33",4,135946.26,1,1,0,63170,0,3,"DIAMOND",696
"Chao",719,"France","Male","69",3,0,2,1,1,58320.06,0,4,"SILVER",489
"Hawthorn",547,"Germany","Male","50",3,81290.02,3,0,1,177747.03,1,4,"DIAMOND",899
"Bibi",850,"France","Female","42",8,0,1,1,0,19632.64,1,5,"DIAMOND",366
"Hawdon",515,"Germany","Male","60",9,113715.36,1,1,0,18424.24,1,1,"GOLD",850
"Moss",667,"Spain","Male","56",2,168883.08,1,0,1,18897.78,0,2,"PLATINUM",321
"Briggs",607,"Germany","Male","36",8,143421.74,1,1,0,97879.02,0,1,"SILVER",641
"McIntyre",525,"France","Male","26",7,153644.39,1,1,1,63197.88,0,1,"SILVER",988
"Russo",606,"Spain","Female","53",1,109330.06,1,1,1,75860.01,0,5,"DIAMOND",582
"Ballard",686,"Germany","Female","27",1,115095.88,2,0,0,78622.46,0,2,"DIAMOND",873
"Hs?",611,"France","Male","35",10,0,1,1,1,23598.23,1,5,"SILVER",927
"Pisani",827,"Spain","Male","46",1,183276.32,1,1,1,13460.27,0,4,"DIAMOND",511
"Tao",572,"France","Male","33",9,68193.72,1,1,0,19998.31,0,1,"GOLD",269
"Thomson",726,"France","Female","32",8,0,2,0,0,185075.63,0,2,"SILVER",233
"Hsu",579,"Germany","Male","31",6,139729.54,1,0,1,135815.38,0,4,"SILVER",664
"Morrison",598,"Spain","Female","56",4,98365.33,1,1,1,44251.33,0,5,"DIAMOND",850
"Joslin",663,"France","Male","36",10,0,2,1,0,136349.55,0,5,"PLATINUM",839
"Scott",505,"Germany","Female","37",10,122453.97,2,1,1,52693.99,0,5,"DIAMOND",254
"Bidwill",576,"Germany","Male","30",7,132174.41,2,0,0,93767.03,0,1,"GOLD",546
"Cameron",555,"Spain","Female","24",2,0,2,0,1,197866.55,0,4,"GOLD",347
"Cartwright",524,"France","Male","30",1,0,2,1,0,126812.85,0,3,"DIAMOND",706
"Yao",776,"Spain","Male","39",2,104349.45,1,0,0,79503.05,0,2,"DIAMOND",995
"Tate",645,"Germany","Female","41",2,138881.04,1,1,0,129936.53,1,2,"GOLD",936
"Neal",850,"Germany","Female","32",0,116968.91,1,0,0,175094.62,0,2,"PLATINUM",442
"Yao",603,"Germany","Male","35",1,105346.03,2,1,1,130379.5,0,5,"SILVER",701
"Burns",691,"France","Male","26",9,136623.19,1,1,0,153228,0,3,"GOLD",550
"Onyinyechukwuka",583,"France","Female","29",10,0,2,1,1,111285.85,0,4,"SILVER",574
"Fulks",584,"France","Female","66",5,0,1,1,0,49553.38,1,4,"GOLD",770
"Christie",679,"France","Female","33",6,0,2,1,1,98015.85,0,5,"PLATINUM",521
"Lloyd",646,"France","Male","36",6,124445.52,1,1,0,88481.32,0,2,"SILVER",621
"Ball",559,"France","Female","34",5,68999.66,2,1,1,66879.27,0,2,"PLATINUM",840
"Genovesi",595,"Spain","Male","36",6,85768.42,1,1,1,24802.77,0,5,"DIAMOND",301
"Alexander",527,"France","Male","47",1,0,1,1,0,21312.16,1,3,"PLATINUM",590
"Siciliano",684,"Spain","Male","34",9,100628,2,1,1,190263.78,0,2,"PLATINUM",451
"Ositadimma",673,"Spain","Female","32",0,0,1,1,1,72873.33,0,4,"GOLD",726
"Kazantsev",802,"Spain","Male","38",7,0,2,0,1,57764.65,0,5,"GOLD",476
"Giles",675,"France","Male","54",6,0,1,1,0,110273.84,1,2,"SILVER",420
"Hao",762,"Spain","Female","19",6,0,2,1,0,55500.17,0,1,"DIAMOND",931
"Martin",580,"France","Male","50",0,125647.36,1,1,0,57541.08,1,3,"PLATINUM",548
"Hartley",621,"Germany","Female","31",8,100375.39,1,1,1,90384.26,0,5,"DIAMOND",467
"Allan",411,"France","Female","36",10,0,1,0,0,120694.35,0,2,"PLATINUM",329
"Dolgorukova",815,"France","Male","24",7,171922.72,1,0,1,178028.96,0,2,"DIAMOND",458
"Nnamdi",631,"Germany","Female","32",2,146810.99,2,1,1,180990.29,0,1,"GOLD",378
"Romano",514,"Germany","Female","45",3,109032.23,1,0,1,155407.21,1,2,"DIAMOND",764
"Chuang",638,"France","Male","57",6,0,1,1,0,33676.48,1,4,"GOLD",523
"Owen",791,"Spain","Male","25",7,0,1,1,0,89666.28,0,5,"PLATINUM",740
"Singh",516,"France","Male","35",5,128653.59,1,1,0,127558.26,0,5,"DIAMOND",595
"Nwagugheuzo",734,"France","Male","37",3,80387.81,1,0,1,77272.62,0,5,"SILVER",350
"Shipton",611,"France","Male","58",8,0,2,0,1,107665.68,1,5,"PLATINUM",294
"Paterson",850,"Germany","Male","43",0,108508.82,3,1,0,184044.8,1,5,"PLATINUM",721
"Rivas",641,"France","Male","31",10,155978.17,1,1,0,91510.71,0,4,"SILVER",990
"Lung",585,"France","Female","38",5,0,1,1,1,87363.56,0,1,"GOLD",822
"Allan",552,"Germany","Male","50",4,121175.56,1,1,0,117505.07,1,1,"DIAMOND",662
"Fetherstonhaugh",507,"France","Female","29",4,89349.47,2,0,0,180626.68,0,3,"GOLD",889
"Lung",735,"Spain","Male","38",7,86131.71,2,0,0,93478.96,0,5,"PLATINUM",692
"Davidson",707,"France","Female","58",3,102346.86,1,1,1,114672.64,0,5,"PLATINUM",887
"Mai",698,"Germany","Female","36",7,121263.62,1,1,1,13387.88,0,3,"DIAMOND",233
"Dellucci",841,"France","Male","31",2,0,2,1,0,173240.52,0,3,"DIAMOND",647
"Mitchell",688,"Spain","Female","33",2,0,1,0,0,27557.18,1,1,"DIAMOND",878
"Sun",614,"France","Male","51",3,0,2,1,1,5552.37,0,4,"GOLD",705
"Napolitano",511,"Germany","Male","48",6,149726.08,1,0,0,88307.87,1,2,"GOLD",527
"Bailey",447,"France","Male","43",2,0,2,1,0,33879.26,1,5,"GOLD",348
"Hoolan",738,"France","Male","35",5,161274.05,2,1,0,181429.87,0,5,"SILVER",566
"Kent",422,"France","Female","33",2,0,2,1,0,102655.31,0,4,"SILVER",332
"Chou",537,"Spain","Male","30",1,103138.17,1,1,1,96555.42,0,4,"SILVER",498
"Pepper",707,"Germany","Female","40",3,109628.44,1,1,0,189366.03,0,2,"PLATINUM",361
"Abramowitz",690,"France","Male","54",5,0,1,1,0,12847.61,1,5,"GOLD",439
"Lord",664,"Germany","Male","33",7,97286.16,2,1,0,143433.33,0,5,"GOLD",334
"Wilson",850,"France","Female","33",7,118004.26,1,1,0,183983.82,0,5,"SILVER",782
"Abazu",584,"Spain","Male","32",9,85534.83,1,0,0,169137.24,0,5,"PLATINUM",226
"Harriman",728,"France","Female","59",4,0,1,1,1,163365.85,1,5,"GOLD",296
"Frankland",560,"Spain","Female","43",4,95140.44,2,1,0,123181.44,1,5,"DIAMOND",615
"Pinto",629,"France","Female","31",6,0,1,1,1,16447.6,1,3,"PLATINUM",427
"Kwemtochukwu",658,"France","Male","25",3,0,2,0,1,173948.4,0,4,"GOLD",399
"Chiu",794,"Germany","Female","54",1,75900.84,1,1,1,192154.66,0,4,"GOLD",322
"Yu",790,"France","Female","41",2,126619.27,1,1,0,198224.38,0,4,"DIAMOND",696
"Onyekachukwu",640,"France","Male","44",7,111833.47,1,1,0,67202.74,0,3,"PLATINUM",355
"Castiglione",652,"Spain","Male","37",7,0,2,1,0,68789.93,0,4,"GOLD",932
"To Rot",583,"France","Female","57",3,238387.56,1,0,1,147964.99,1,5,"GOLD",552
"Anenechukwu",775,"France","Female","32",2,108698.96,2,1,1,161069.73,0,4,"PLATINUM",236
"Henderson",584,"France","Female","39",2,112687.69,1,1,1,127749.61,0,4,"PLATINUM",857
"Ellis",635,"Germany","Female","48",4,81556.89,2,1,0,191914.37,0,2,"DIAMOND",488
"Nkemdirim",814,"France","Male","48",9,136596.85,1,1,1,185791.9,0,3,"GOLD",935
"Kang",735,"Germany","Female","43",9,98807.45,1,0,0,184570.04,1,4,"SILVER",730
"Lear",678,"France","Female","31",1,0,2,0,1,130446.65,0,2,"GOLD",246
"Jamieson",693,"France","Male","37",1,0,2,1,1,82867.55,0,1,"DIAMOND",502
"Mazzanti",640,"France","Female","30",6,107499.7,1,1,1,187632.22,0,5,"DIAMOND",663
"Marino",773,"Spain","Female","23",8,0,2,1,0,56759.79,0,5,"DIAMOND",359
"Winter",736,"France","Female","30",9,0,2,1,0,34180.33,0,3,"GOLD",341
"T'ien",693,"France","Female","28",8,0,2,1,1,158545.25,0,1,"PLATINUM",846
"Hughes-Jones",496,"France","Female","41",1,176024.05,2,1,0,182337.98,0,1,"DIAMOND",754
"Cody",751,"France","Female","39",3,0,2,1,1,84175.34,0,4,"DIAMOND",254
"Hunt",528,"Germany","Male","39",0,127631.62,1,0,1,22197.8,1,4,"PLATINUM",654
"Estrada",754,"Spain","Female","19",9,0,1,1,0,189641.11,0,3,"SILVER",933
"Dickinson",568,"Germany","Female","26",10,109819.16,2,1,0,154491.39,0,2,"SILVER",865
"Fanucci",592,"Spain","Female","41",2,138734.94,1,1,0,90020.74,0,1,"PLATINUM",308
"Yang",558,"Germany","Male","25",10,111363.1,2,1,0,197264.35,0,4,"PLATINUM",837
"Forbes",825,"France","Male","34",9,0,2,1,1,31933.06,0,3,"SILVER",941
"Heard",677,"Germany","Male","28",0,143988,2,1,0,8755.69,1,4,"PLATINUM",658
"Efremova",653,"France","Male","34",5,118838.75,1,1,1,52820.13,0,2,"GOLD",360
"Morphett",593,"Spain","Male","35",4,161637.75,1,1,1,20008.46,0,1,"GOLD",391
"Lenhardt",632,"France","Female","44",3,133793.89,1,1,1,34607.14,1,1,"SILVER",621
"Burns",601,"Germany","Male","35",8,71553.83,1,1,0,177384.45,0,4,"DIAMOND",448
"Ch'ien",786,"France","Female","62",8,0,1,1,1,165702.64,0,2,"SILVER",765
"Sun",654,"France","Female","40",3,0,2,1,0,167889.1,0,4,"DIAMOND",428
"Jamieson",572,"France","Female","38",7,0,2,1,1,133122.62,0,1,"PLATINUM",739
"Nolan",813,"France","Female","62",10,64667.95,2,0,1,140454.14,0,4,"SILVER",691
"Barry",523,"France","Female","28",2,121164.11,1,1,1,59938.81,0,3,"GOLD",496
"Saunders",506,"Spain","Male","50",3,0,2,1,0,12016.79,0,3,"DIAMOND",295
"McMorran",513,"Spain","Male","72",3,98903.06,1,1,1,81251.24,0,5,"DIAMOND",842
"Phelan",664,"France","Female","31",7,104158.84,1,1,0,134169.85,0,2,"PLATINUM",951
"Fu",684,"France","Male","54",6,0,2,1,1,94888.6,0,3,"SILVER",335
"Hotchin",608,"Spain","Female","63",3,139529.93,2,1,1,175696.16,1,2,"GOLD",961
"Aksyonov",527,"France","Female","25",6,0,2,0,1,96758.58,0,3,"SILVER",430
"Rossi",666,"France","Male","53",5,64646.7,1,1,0,128019.48,1,3,"GOLD",580
"Hughes",779,"France","Male","71",3,0,2,1,1,146895.36,1,1,"PLATINUM",858
"Duncan",629,"France","Female","40",6,0,2,1,1,139356.3,0,4,"SILVER",327
"McGarry",430,"France","Male","35",1,118894.22,1,0,0,2923.61,0,5,"SILVER",873
"Aksenov",712,"France","Male","24",2,0,1,0,1,121232.51,0,5,"GOLD",264
"Akhtar",682,"France","Male","30",9,0,2,1,1,2053.42,0,5,"SILVER",456
"Pisani",634,"France","Female","41",8,68213.99,1,1,1,6382.46,0,3,"SILVER",911
"Pisano",487,"Spain","Female","31",1,0,2,1,0,158750.13,0,3,"SILVER",546
"McDaniels",808,"Spain","Male","47",8,139196,1,0,1,74028.36,0,2,"SILVER",801
"Tennant",527,"France","Female","32",7,0,2,1,1,44099.75,0,3,"GOLD",718
"Donaghy",637,"Germany","Male","50",4,126345.55,1,0,1,17323,1,3,"PLATINUM",683
"Todd",802,"Spain","Male","40",5,0,2,1,1,175043.69,0,4,"GOLD",332
"Tobenna",529,"France","Female","38",2,0,1,1,0,146388.85,1,5,"DIAMOND",339
"Vicars",850,"France","Female","43",3,0,2,0,0,2465.8,0,4,"GOLD",452
"Chao",738,"France","Male","18",4,0,2,1,1,47799.15,0,5,"PLATINUM",739
"Tien",817,"France","Male","34",5,129278.43,1,0,0,165562.84,0,1,"DIAMOND",703
"Hsing",735,"France","Male","31",3,119558.35,1,0,0,72927.68,0,1,"GOLD",386
"Yang",619,"Germany","Female","41",5,92467.58,1,1,0,38270.47,0,3,"GOLD",569
"Walker",671,"France","Male","27",5,0,2,0,0,120893.07,0,4,"GOLD",962
"T'ang",581,"Spain","Female","31",6,0,2,1,0,188377.21,0,1,"SILVER",644
"Chukwukere",690,"Spain","Male","36",10,0,2,1,0,55902.93,0,2,"GOLD",876
"Ch'iu",579,"Spain","Male","56",4,99340.83,1,0,0,4523.74,1,1,"DIAMOND",806
"Pai",688,"Spain","Female","24",3,0,2,1,1,102195.16,0,5,"DIAMOND",739
"Franklin",599,"Spain","Female","28",4,126833.79,2,1,0,60843.09,1,5,"PLATINUM",252
"Y?",729,"Germany","Male","29",5,109676.52,1,1,1,25548.47,0,4,"PLATINUM",790
"Peng",718,"France","Female","29",3,0,1,0,1,134462.29,0,4,"PLATINUM",253
"Otitodilichukwu",712,"Germany","Male","53",6,134729.99,2,1,1,132702.64,0,2,"DIAMOND",856
"Pagnotto",474,"France","Male","37",3,98431.37,1,0,0,75698.44,0,4,"DIAMOND",972
"Vessels",565,"Germany","Male","33",8,130368.31,2,1,0,105642.43,0,3,"GOLD",860
"Heller",658,"France","Female","31",7,123974.96,1,1,0,102153.75,0,3,"DIAMOND",226
"Donaldson",714,"France","Male","63",4,138082.16,1,0,1,166677.54,0,1,"GOLD",945
"Ifeanyichukwu",725,"France","Male","45",1,129855.32,1,0,0,24218.65,0,2,"SILVER",917
"Kao",825,"France","Male","40",6,132308.22,1,0,0,117122.5,0,2,"PLATINUM",465
"Dunn",665,"Germany","Female","45",5,155447.65,2,1,0,51871.95,1,4,"PLATINUM",511
"Calabresi",670,"Spain","Male","35",2,124268.64,2,0,1,84321.03,0,4,"DIAMOND",301
"Holland",474,"Germany","Female","34",9,176311.36,1,1,0,160213.27,0,3,"SILVER",724
"Calabresi",591,"France","Male","40",2,99886.42,2,1,1,88695.19,0,2,"GOLD",675
"Butusov",508,"France","Female","31",7,0,2,1,1,6123.15,0,4,"GOLD",573
"Atkinson",695,"France","Female","36",2,0,2,0,1,167749.54,0,3,"SILVER",463
"Vasilyeva",660,"Germany","Male","24",5,85089.3,1,1,1,71638,0,3,"PLATINUM",809
"Mollison",687,"Germany","Male","41",10,134318.21,2,1,1,198064.52,0,4,"DIAMOND",402
"Webb",658,"Germany","Male","29",5,75395.53,2,0,1,54914.92,0,4,"PLATINUM",298
"Obiajulu",705,"Germany","Female","33",5,116765.7,1,0,0,190659.17,1,1,"SILVER",711
"Aiken",739,"Spain","Male","60",4,0,1,1,1,51637.67,0,1,"DIAMOND",457
"Brabyn",844,"France","Male","38",7,111501.66,1,1,1,119333.38,0,5,"SILVER",962
"Su",602,"Germany","Female","48",7,76595.08,2,0,0,127095.14,0,3,"PLATINUM",558
"Traeger",759,"France","Female","33",9,160541.36,2,0,0,93541.14,0,4,"SILVER",497
"Ekwueme",747,"Germany","Male","38",2,129728.6,1,1,0,89289.54,0,2,"PLATINUM",747
"Thompson",673,"France","Male","47",1,0,2,0,0,108762.16,0,5,"SILVER",382
"Chinwenma",671,"Spain","Female","34",5,130929.02,4,1,1,28238.25,1,1,"PLATINUM",586
"Tuan",640,"Germany","Female","74",2,116800.25,1,1,1,34130.43,0,1,"PLATINUM",947
"Tsai",581,"Germany","Male","40",0,101016.53,1,0,1,7926.35,1,3,"SILVER",783
"Liu",630,"France","Male","67",5,0,2,1,1,27330.27,0,3,"SILVER",556
"Robinson",703,"France","Female","33",8,190566.65,1,1,1,79997.14,0,3,"PLATINUM",708
"Carr",698,"Spain","Female","47",6,0,1,1,0,50213.81,1,4,"PLATINUM",625
"Palerma",742,"Germany","Female","43",6,97067.69,1,0,1,60920.03,1,5,"GOLD",375
"Chineze",652,"France","Female","37",4,92208.54,1,0,1,197699.8,1,3,"PLATINUM",822
"Fang",644,"France","Male","37",2,186347.97,2,1,0,92809.73,0,4,"SILVER",499
"Simpson",735,"Spain","Male","55",2,103176.62,1,0,1,163516.16,0,2,"PLATINUM",708
"Moretti",777,"France","Female","58",4,0,1,1,1,62449.07,1,3,"GOLD",852
"Hale",644,"Germany","Female","40",4,77270.08,2,1,1,115800.1,1,3,"DIAMOND",748
"Benson",665,"Germany","Female","37",3,111911.63,1,1,1,110359.68,1,4,"GOLD",413
"Estep",529,"Germany","Male","72",5,94216.05,1,1,1,78695.68,0,2,"DIAMOND",712
"Mishina",803,"Spain","Female","45",7,0,2,1,1,128378.04,0,1,"PLATINUM",589
"Abramovich",604,"Spain","Female","26",3,0,2,1,0,155248.62,0,4,"SILVER",679
"Lavrentiev",738,"France","Male","49",6,106770.82,1,1,0,123499.27,0,1,"PLATINUM",315
"Alexeyeva",655,"Germany","Female","72",5,138089.97,2,1,1,99920.41,0,3,"GOLD",766
"T'ang",698,"Germany","Male","39",9,133191.19,2,0,1,53289.49,0,2,"DIAMOND",428
"Kilgour",775,"France","Female","66",9,0,2,1,1,67622.34,0,3,"PLATINUM",826
"Chin",735,"France","Male","41",7,74135.85,1,1,1,11783.1,1,2,"GOLD",750
"Fiorentini",766,"Spain","Male","41",6,99208.46,2,1,0,62402.38,0,4,"GOLD",224
"Lori",537,"Germany","Male","84",8,92242.34,1,1,1,186235.98,0,3,"SILVER",768
"Marchesi",599,"Germany","Male","25",7,108380.72,1,1,1,79005.95,0,1,"SILVER",933
"Sheppard",420,"Spain","Female","55",4,91893.32,1,1,0,144870.28,1,3,"GOLD",970
"Nnanna",674,"France","Female","32",7,85757.93,1,1,1,95481,0,2,"DIAMOND",929
"Norris",570,"France","Female","46",3,0,2,0,0,820.46,0,3,"SILVER",909
"Vincent",623,"Germany","Male","33",8,96759.42,1,1,1,174777.98,0,2,"SILVER",357
"Bradley",710,"France","Male","30",6,0,2,1,1,8991.17,0,2,"PLATINUM",834
"Bellucci",466,"France","Male","29",6,0,2,1,1,2797.27,0,2,"GOLD",824
"Clements",759,"France","Female","22",5,0,1,1,0,22303.17,0,1,"DIAMOND",758
"Knowles",581,"France","Male","71",4,0,2,1,1,197562.08,0,2,"DIAMOND",759
"Chidiebere",820,"France","Male","33",2,132150.26,2,1,0,23067.97,0,2,"GOLD",796
"Kelly",759,"France","Male","41",9,0,2,0,1,190294.12,0,4,"GOLD",498
"Okwukwe",628,"France","Female","31",6,175443.75,1,1,0,113167.17,1,2,"GOLD",559
"Onyemere",676,"France","Male","31",3,78990.15,1,1,1,124777.14,0,1,"SILVER",225
"Murphy",591,"France","Female","33",4,113743.37,1,1,0,124625.08,0,2,"SILVER",947
"Elliott",690,"France","Female","26",5,157624.84,1,1,1,49599.27,0,5,"DIAMOND",881
"Loggia",624,"France","Female","62",7,125163.62,2,1,1,151411.5,0,5,"GOLD",513
"Walsh",573,"France","Female","23",2,0,1,1,0,122964.18,0,4,"PLATINUM",554
"Mahomed",694,"France","Male","60",9,0,1,1,1,57088.97,0,4,"GOLD",647
"Dolgorukova",632,"Spain","Female","29",7,80922.75,1,1,0,7820.78,0,2,"SILVER",434
"Bogdanov",632,"France","Male","40",3,193354.86,2,1,0,149188.41,0,4,"GOLD",462
"She",832,"Germany","Female","40",9,107648.94,2,1,1,134638.97,0,2,"PLATINUM",583
"Cook",598,"Germany","Female","46",7,131769.04,1,0,0,184980.23,1,2,"GOLD",911
"Bruno",430,"Germany","Male","36",1,138992.48,2,0,0,122373.42,0,3,"SILVER",770
"Moysey",711,"France","Female","37",8,113899.92,1,0,0,80215.2,0,3,"SILVER",436
"Beneventi",582,"Germany","Male","26",6,114450.32,1,1,1,14081.64,0,2,"SILVER",480
"Ferri",605,"France","Male","39",3,0,2,1,0,199390.45,0,3,"SILVER",405
"Skinner",657,"France","Female","37",2,0,2,1,1,7667.48,0,2,"DIAMOND",398
"Angel",578,"Spain","Male","40",6,63609.92,1,0,0,74965.61,1,5,"SILVER",783
"Toosey",532,"France","Male","38",9,0,2,0,0,30583.95,0,2,"PLATINUM",396
"Chin",612,"France","Female","42",10,75497.51,1,0,0,149682.78,0,2,"DIAMOND",240
"Lung",792,"France","Female","42",2,0,2,1,0,92664.09,0,3,"PLATINUM",522
"Mellor",674,"France","Female","26",10,0,2,1,1,138423.1,0,1,"PLATINUM",664
"Hassall",680,"France","Male","31",1,0,2,1,1,3148.2,0,2,"GOLD",442
"Richardson",593,"France","Female","39",0,117704.73,1,1,0,197933.5,0,4,"DIAMOND",694
"Poninski",679,"Germany","Male","35",1,130463.55,2,1,1,37341.17,0,2,"PLATINUM",606
"Dore",493,"Spain","Male","32",8,46161.18,1,1,1,79577.4,0,2,"GOLD",606
"Bonham",688,"Spain","Male","42",5,0,2,0,0,197602.29,0,4,"SILVER",378
"Ibezimako",769,"Germany","Male","43",4,110182.54,2,1,1,87537.32,0,2,"PLATINUM",505
"Hunter",581,"Spain","Male","49",10,0,2,0,0,41623.59,0,1,"GOLD",242
"Bold",465,"France","Male","41",9,117221.15,1,1,0,168280.95,0,3,"SILVER",495
"Wan",641,"France","Female","35",4,0,2,0,0,125986.18,0,4,"PLATINUM",757
"Bradley",731,"Germany","Female","43",9,79120.27,1,0,0,548.52,1,5,"DIAMOND",978
"Tretyakova",625,"France","Male","37",1,177069.24,2,1,1,96088.54,0,5,"GOLD",446
"Graham",468,"France","Male","36",3,61636.97,1,0,0,107787.42,0,4,"GOLD",928
"Izmailov",790,"France","Male","26",5,0,1,1,0,20510.79,0,2,"SILVER",426
"Calabrese",587,"Germany","Female","37",6,104414.03,1,1,0,192026.02,0,4,"DIAMOND",749
"Valentin",692,"France","Male","66",4,159732.02,1,1,1,118188.15,0,4,"GOLD",273
"Osonduagwuike",676,"Germany","Female","34",4,89437.03,1,1,1,189540.95,0,4,"GOLD",366
"Williamson",571,"France","Male","41",8,0,1,1,1,63736.17,0,4,"SILVER",681
"Pan",700,"France","Female","32",3,0,1,0,0,95740.37,0,2,"SILVER",790
"Carpenter",445,"France","Female","30",3,0,2,1,1,127939.19,0,2,"PLATINUM",842
"McIver",746,"France","Male","36",7,142400.77,1,1,1,193438.69,0,4,"DIAMOND",452
"Trevisan",722,"France","Female","47",2,88011.4,1,1,1,90655.94,1,3,"SILVER",691
"Rozhkova",596,"France","Male","36",2,0,2,1,1,12067.39,0,4,"SILVER",933
"He",850,"Germany","Female","30",8,154870.28,1,1,1,54191.38,0,5,"PLATINUM",690
"Moretti",597,"Spain","Female","46",4,0,2,1,0,58667.16,1,5,"SILVER",666
"Fishbourne",436,"Spain","Male","43",5,0,2,1,1,35687.43,0,5,"DIAMOND",557
"Gibson",660,"Germany","Male","28",1,118402.25,2,1,0,14288.93,0,1,"PLATINUM",965
"Zikoranachidimma",649,"France","Male","37",9,87374.88,2,1,1,247.36,0,1,"PLATINUM",245
"Palmer",646,"Germany","Male","32",8,105397.8,1,1,0,78111.84,1,1,"PLATINUM",311
"Chukwueloka",560,"Spain","Female","31",5,125341.69,1,1,0,79547.39,0,4,"PLATINUM",797
"Real",710,"Germany","Male","49",10,129164.88,1,1,1,193266.72,0,5,"DIAMOND",890
"Chikelu",513,"France","Male","40",3,141004.46,1,1,0,105028.46,0,3,"SILVER",904
"Fiorentini",607,"France","Female","21",0,0,2,1,0,116106.52,0,1,"DIAMOND",324
